StudentID,Last Name,First Name,Email,Project group,Discipline,Coord/Shaper,Gender,ESL
40003180,Lakin,Ada,s4000318@student.uq.edu.au,P04,,0,Male,English
40003190,Prohaska,Vicenta,s4000319@student.uq.edu.au,P04,Mechatronic,0,Male,Other
40003200,King,Bernadine,s4000320@student.uq.edu.au,P04,Mechanical,1,Male,English
40003210,Gleason,Titus,s4000321@student.uq.edu.au,P04,Mechanical,0,Male,English
40003220,Fahey,Mandy,s4000322@student.uq.edu.au,P04,Electrical,0,Male,English
40003230,Conn,Raymond,s4000323@student.uq.edu.au,P04,Software,0,Male,English
40003240,Crist,Cullen,s4000324@student.uq.edu.au,P04,Electrical,0,Male,English
40003250,Mraz,Hector,s4000325@student.uq.edu.au,P04,Electrical,0,Male,Other
40003260,Pouros,Adalberto,s4000326@student.uq.edu.au,P04,,,Male,Other
40003270,Wuckert,Victoria,s4000327@student.uq.edu.au,P04,Mechatronic,0,Male,English
40003280,Waelchi,Kaitlin,s4000328@student.uq.edu.au,P04,Electrical,0,Male,English
40003290,Goodwin,Ellie,s4000329@student.uq.edu.au,P04,Electrical,0,Female,English
40003300,Wehner,Shaylee,s4000330@student.uq.edu.au,P04,Mechanical,0,Male,English
40003310,Ortiz,Thomas,s4000331@student.uq.edu.au,P04,Mechanical,0,Male,English
40003320,Weissnat,Daisy,s4000332@student.uq.edu.au,P04,Mechanical,1,Male,English
40003330,Koepp,Laverna,s4000333@student.uq.edu.au,P04,Software,0,Male,English
40003340,Rath,Esperanza,s4000334@student.uq.edu.au,P04,Mechanical,0,Male,English
40003350,Larson,Nichole,s4000335@student.uq.edu.au,P04,Mechanical,0,Female,English
40003360,Gerlach,Oran,s4000336@student.uq.edu.au,P04,Mechanical,0,Male,English
40003370,Stracke,Parker,s4000337@student.uq.edu.au,P04,Electrical,0,Male,English
40003380,Kertzmann,Tabitha,s4000338@student.uq.edu.au,P04,Mechanical,0,Male,English
40003390,Armstrong,Brody,s4000339@student.uq.edu.au,P04,Mechatronic,1,Male,English
40003400,Kautzer,Vesta,s4000340@student.uq.edu.au,P04,Electrical,0,Female,English
40003410,O'Conner,Albin,s4000341@student.uq.edu.au,P04,Mechanical,0,Male,Other
40003420,Howell,Rosalind,s4000342@student.uq.edu.au,P04,Mechatronic,0,Male,English
40003430,Bernhard,Alan,s4000343@student.uq.edu.au,P04,Mechanical,1,Male,English
40003440,Von,Irwin,s4000344@student.uq.edu.au,P04,Electrical,0,Female,English
40003450,Considine,Felipe,s4000345@student.uq.edu.au,P04,Mechatronic,0,Male,English
40003460,Borer,Izaiah,s4000346@student.uq.edu.au,P04,Electrical,0,Male,English
40003470,Wuckert,Ryleigh,s4000347@student.uq.edu.au,P04,Mechanical,0,Male,Other
40003480,Weimann,Arely,s4000348@student.uq.edu.au,P04,Mechanical,0,Male,English
40003490,Heathcote,Allison,s4000349@student.uq.edu.au,P04,Electrical,1,Male,English
40003500,Brakus,Madaline,s4000350@student.uq.edu.au,P04,Mechatronic,1,Male,English
40003510,Cartwright,Manuel,s4000351@student.uq.edu.au,P04,,,Male,English
40003520,Keeling,King,s4000352@student.uq.edu.au,P04,Electrical,1,Male,English
40003530,Kohler,Rubye,s4000353@student.uq.edu.au,P04,Mechanical,0,Male,English
40003540,Wiza,Ova,s4000354@student.uq.edu.au,P04,Mechanical,0,Male,English
40003550,Tillman,Eden,s4000355@student.uq.edu.au,P04,Mechanical,0,Male,English
40003560,Hand,Garnett,s4000356@student.uq.edu.au,P04,,0,Male,English
40003570,Legros,Anya,s4000357@student.uq.edu.au,P04,Mechanical,1,Male,English
40003580,Bayer,Grayce,s4000358@student.uq.edu.au,P04,Mechanical,0,Male,English
40003590,Rohan,Brooklyn,s4000359@student.uq.edu.au,P04,Mechanical,0,Male,English
40003600,Mohr,Dusty,s4000360@student.uq.edu.au,P04,Mechanical,0,Male,English
40003610,Rath,Wilburn,s4000361@student.uq.edu.au,P04,Mechanical,1,Female,English
40003620,Effertz,Emmanuel,s4000362@student.uq.edu.au,P04,Mechanical,0,Male,English
40003630,Herman,Briana,s4000363@student.uq.edu.au,P04,Mechatronic,0,Male,English
40003640,Tremblay,Baby,s4000364@student.uq.edu.au,P04,Electrical,1,Male,English
40003650,Stokes,Dixie,s4000365@student.uq.edu.au,P04,Mechanical,1,Male,Other
40003660,Schumm,Kaley,s4000366@student.uq.edu.au,P04,Mechanical,0,Male,English
40003670,Lowe,Florian,s4000367@student.uq.edu.au,P04,Electrical,1,Male,English
40003680,Pouros,Wyman,s4000368@student.uq.edu.au,P04,Software,0,Male,English
40003690,Larson,Easton,s4000369@student.uq.edu.au,P04,Mechatronic,0,Male,English
40003700,Predovic,Susan,s4000370@student.uq.edu.au,P04,Mechatronic,0,Male,English
40003710,Price,Seth,s4000371@student.uq.edu.au,P04,Electrical,0,Male,English
40003720,Fay,Kenyatta,s4000372@student.uq.edu.au,P04,Mechanical,1,Female,English
40003730,Koelpin,Deontae,s4000373@student.uq.edu.au,P04,Mechanical,0,Male,English
40003740,Douglas,Adelia,s4000374@student.uq.edu.au,P04,Mechanical,0,Female,English
40003750,Gusikowski,Giovanny,s4000375@student.uq.edu.au,P04,Mechanical,0,Male,English
40003760,Turner,Ken,s4000376@student.uq.edu.au,P04,Mechatronic,0,Male,English
40003770,Braun,Lorenz,s4000377@student.uq.edu.au,P04,Mechanical,0,Male,English
40003780,Kuhlman,Curt,s4000378@student.uq.edu.au,P04,Mechatronic,0,Male,English
40003790,Ondricka,Tabitha,s4000379@student.uq.edu.au,P04,Mechanical,0,Male,English
40003800,Gleason,Mollie,s4000380@student.uq.edu.au,P04,Mechanical,0,Male,English
40003810,Sanford,Alexanne,s4000381@student.uq.edu.au,P04,,,Male,English
40003820,Waelchi,Marisol,s4000382@student.uq.edu.au,P04,Mechatronic,1,Male,English
40003830,Jacobs,Thaddeus,s4000383@student.uq.edu.au,P05,,0,Male,English
40003840,Mraz,Isadore,s4000384@student.uq.edu.au,P05,,0,Female,English
40003850,Sporer,Hailey,s4000385@student.uq.edu.au,P05,,1,Male,English
40003860,Glover,Alanna,s4000386@student.uq.edu.au,P05,,0,Male,Other
40003870,Hudson,Tina,s4000387@student.uq.edu.au,P05,,1,Female,English
40003880,Schinner,Allison,s4000388@student.uq.edu.au,P05,,0,Male,English
40003890,Gottlieb,Okey,s4000389@student.uq.edu.au,P05,,0,Male,English
40003900,Barrows,Leslie,s4000390@student.uq.edu.au,P05,,0,Female,Other
40003910,Schumm,Opal,s4000391@student.uq.edu.au,P05,,,,Other
40003920,Bashirian,Earline,s4000392@student.uq.edu.au,P05,,1,Male,English
40003930,O'Kon,Judd,s4000393@student.uq.edu.au,P05,,0,Male,Other
40003940,Sawayn,Alexandra,s4000394@student.uq.edu.au,P05,,1,Male,English
40003950,Dach,Jaiden,s4000395@student.uq.edu.au,P05,,,Female,English
40003960,Wyman,Nickolas,s4000396@student.uq.edu.au,P05,,,,Other
40003970,Hayes,Dee,s4000397@student.uq.edu.au,P05,,,Female,English
40003980,Schoen,Brionna,s4000398@student.uq.edu.au,P05,,,,Other
40003990,Predovic,Jeramy,s4000399@student.uq.edu.au,P05,,1,Male,English
40004000,Tillman,Verla,s4000400@student.uq.edu.au,P05,,,,Other
40004010,Harªann,Maurice,s4000401@student.uq.edu.au,P05,,0,Female,English
40004020,Bernhard,Ansel,s4000402@student.uq.edu.au,P05,,0,Male,English
40004030,Beatty,Derek,s4000403@student.uq.edu.au,P05,,0,Female,Other
40004040,Jacobson,Kaia,s4000404@student.uq.edu.au,P05,,0,Male,Other
40004050,Jones,Alex,s4000405@student.uq.edu.au,P05,,0,Male,English
40004060,Pouros,Alize,s4000406@student.uq.edu.au,P05,,0,Female,Other
40004070,Emmerich,Kaylee,s4000407@student.uq.edu.au,P05,,0,Female,Other
40004080,Ortiz,Reymundo,s4000408@student.uq.edu.au,P05,,0,Male,Other
40004090,Bosco,Dameon,s4000409@student.uq.edu.au,P05,,0,Female,Other
40004100,Erdman,Cletus,s4000410@student.uq.edu.au,P05,,0,Male,Other
40004110,Considine,Moses,s4000411@student.uq.edu.au,P05,,0,Male,Other
40004120,Weimann,Amari,s4000412@student.uq.edu.au,P05,,1,Female,Other
40004130,Schiller,Stephania,s4000413@student.uq.edu.au,P05,,0,Male,Other
40004140,Hayes,Marina,s4000414@student.uq.edu.au,P05,,0,Male,Other
40004150,O'Conner,Annabell,s4000415@student.uq.edu.au,P05,,0,Male,Other
40004160,Kuhlman,Wilfrid,s4000416@student.uq.edu.au,P05,,0,Male,English
40004170,Bartell,Maryjane,s4000417@student.uq.edu.au,P05,,,Male,Other
40004180,Mosciski,Kevin,s4000418@student.uq.edu.au,P05,,0,Male,English
40004190,Erdman,Isac,s4000419@student.uq.edu.au,P05,,1,Female,Other
40004200,Brakus,Lamont,s4000420@student.uq.edu.au,P05,,0,Male,English
40004210,Yost,Bo,s4000421@student.uq.edu.au,P05,,1,Male,English
40004220,Jacobson,Alva,s4000422@student.uq.edu.au,P05,,0,Female,English
40004230,Olson,Eloise,s4000423@student.uq.edu.au,P05,,,,Other
40004240,Hammes,Gertrude,s4000424@student.uq.edu.au,P05,,0,Male,English
40004250,Kirlin,Verla,s4000425@student.uq.edu.au,P05,,0,Female,English
40004260,Waters,Reanna,s4000426@student.uq.edu.au,P05,,1,Male,English
40004270,Treutel,Deven,s4000427@student.uq.edu.au,P05,,1,Female,English
40004280,Muller,Alisha,s4000428@student.uq.edu.au,P05,,1,Male,English
40004290,O'Conner,Ardella,s4000429@student.uq.edu.au,P05,,0,Male,English
40004300,Ryan,Catalina,s4000430@student.uq.edu.au,P05,,1,Female,English
40004310,Monahan,Mark,s4000431@student.uq.edu.au,P05,,,Male,Other
40004320,Kemmer,Henri,s4000432@student.uq.edu.au,P05,,0,Female,Other
40004330,Gulgowski,Devante,s4000433@student.uq.edu.au,P05,,0,Male,Other
40004340,Cremin,Sheldon,s4000434@student.uq.edu.au,P05,,0,Male,English
40004350,Hermiston,Paula,s4000435@student.uq.edu.au,P05,,0,Female,English
40004360,Treutel,Shaniya,s4000436@student.uq.edu.au,P05,,0,Male,English
40004370,Lynch,Erik,s4000437@student.uq.edu.au,P05,,0,Female,English
40004380,Heller,Madilyn,s4000438@student.uq.edu.au,P05,,0,Male,Other
40004390,Marquardt,Estefania,s4000439@student.uq.edu.au,P05,,0,Male,English
40004400,Crooks,Joanny,s4000440@student.uq.edu.au,P05,,0,Male,English
40004410,Connelly,Merl,s4000441@student.uq.edu.au,P05,,0,Male,English
40004420,Connelly,Wilmer,s4000442@student.uq.edu.au,P05,,0,Male,English
40004430,Bogisich,Freeda,s4000443@student.uq.edu.au,P05,,0,Male,English
40004440,O'Hara,Presley,s4000444@student.uq.edu.au,P05,,1,Male,English
40004450,Hand,Jaydon,s4000445@student.uq.edu.au,P05,,0,Male,English
40004460,Ward,Jess,s4000446@student.uq.edu.au,P05,,0,Male,English
40004470,Ernser,Ari,s4000447@student.uq.edu.au,P05,,0,Female,English
40004480,Herman,Irwin,s4000448@student.uq.edu.au,P05,,0,Female,English
40004490,Dicki,Margie,s4000449@student.uq.edu.au,P05,,0,Male,English
40004500,Heidenreich,Kaden,s4000450@student.uq.edu.au,P05,,0,Male,English
40004510,Farrell,Jarred,s4000451@student.uq.edu.au,P05,,0,Female,Other
40004520,Wilderman,Maiya,s4000452@student.uq.edu.au,P05,,1,Male,English
40004530,Haag,Lois,s4000453@student.uq.edu.au,P05,,0,Male,English
40004540,Turcotte,Unique,s4000454@student.uq.edu.au,P05,,0,Male,English
40004550,Guªann,Catalina,s4000455@student.uq.edu.au,P05,,0,Female,English
40004560,Zboncak,Isabel,s4000456@student.uq.edu.au,P05,,0,Female,English
40004570,Dietrich,Brandyn,s4000457@student.uq.edu.au,P05,,0,Female,English
40004580,Leannon,Shaylee,s4000458@student.uq.edu.au,P05,,1,Male,English
40004590,Von,Amely,s4000459@student.uq.edu.au,P05,,0,Male,English
40004600,Treutel,Hattie,s4000460@student.uq.edu.au,P05,,1,Male,Other
40004610,Goodwin,Edgar,s4000461@student.uq.edu.au,P05,,0,Female,English
40004620,Prohaska,Ena,s4000462@student.uq.edu.au,P05,,1,Male,English
40004630,Parker,Jordon,s4000463@student.uq.edu.au,P05,,0,Female,English
40004640,Halvorson,Colton,s4000464@student.uq.edu.au,P05,,0,Male,English
40004650,Zemlak,Brenden,s4000465@student.uq.edu.au,P05,,1,Female,English
40004660,Simonis,Stone,s4000466@student.uq.edu.au,P05,,0,Female,English
40004670,Gusikowski,Daphney,s4000467@student.uq.edu.au,P05,,0,Male,English
40004680,Rodriguez,Demarco,s4000468@student.uq.edu.au,P05,,0,Female,English
40004690,Reynolds,Cody,s4000469@student.uq.edu.au,P05,,0,Female,English
40004700,Beer,Paula,s4000470@student.uq.edu.au,P05,,0,Female,Other
40004710,Jakubowski,Keshaun,s4000471@student.uq.edu.au,P05,,0,Female,Other
40004720,Kihn,Colby,s4000472@student.uq.edu.au,P05,,0,Male,English
40004730,Pouros,Rhea,s4000473@student.uq.edu.au,P05,,0,Female,English
40004740,Schumm,Amira,s4000474@student.uq.edu.au,P05,,0,Male,English
40004750,Kuhic,Khalid,s4000475@student.uq.edu.au,P05,,1,Male,English
40004760,McKenzie,Fredrick,s4000476@student.uq.edu.au,P05,,0,Male,Other
40004770,Collins,Jessyca,s4000477@student.uq.edu.au,P05,,0,Female,Other
40004780,Hackett,Emerald,s4000478@student.uq.edu.au,P05,,0,Female,Other
40004790,Kling,Olga,s4000479@student.uq.edu.au,P06,,0,Female,English
40004800,Toy,Elmore,s4000480@student.uq.edu.au,P06,,1,Female,Other
40004810,Walter,Donny,s4000481@student.uq.edu.au,P06,,0,Female,English
40004820,Nitzsche,Emile,s4000482@student.uq.edu.au,P06,,,Female,Other
40004830,Swift,Kristopher,s4000483@student.uq.edu.au,P06,,1,Female,English
40004840,Hoeger,Harley,s4000484@student.uq.edu.au,P06,,0,Male,English
40004850,Will,Bettye,s4000485@student.uq.edu.au,P06,,0,Male,English
40004860,Schowalter,Shea,s4000486@student.uq.edu.au,P06,,,Female,Other
40004870,Jerde,Janae,s4000487@student.uq.edu.au,P06,,,Male,Other
40004880,Lowe,Bernie,s4000488@student.uq.edu.au,P06,,0,Female,English
40004890,Boehm,Elvis,s4000489@student.uq.edu.au,P06,,0,Male,Other
40004900,Heidenreich,Lucas,s4000490@student.uq.edu.au,P06,,0,Female,English
40004910,Stokes,Cayla,s4000491@student.uq.edu.au,P06,,0,Female,English
40004920,Corkery,Cleo,s4000492@student.uq.edu.au,P06,,0,Male,English
40004930,Stehr,Reese,s4000493@student.uq.edu.au,P06,,0,Male,English
40004940,Satterfield,Marguerite,s4000494@student.uq.edu.au,P06,,0,Male,English
40004950,Nitzsche,Edwardo,s4000495@student.uq.edu.au,P06,,0,Female,English
40004960,Sporer,Verona,s4000496@student.uq.edu.au,P06,,1,Female,English
40004970,Williamson,Kathryne,s4000497@student.uq.edu.au,P06,,0,Female,English
40004980,Hettinger,Christina,s4000498@student.uq.edu.au,P06,,,,Other
40004990,Barrows,Tyree,s4000499@student.uq.edu.au,P06,,0,Male,English
40005000,Aufderhar,Glen,s4000500@student.uq.edu.au,P06,,1,Male,English
40005010,Hahn,Norbert,s4000501@student.uq.edu.au,P06,,0,Male,English
40005020,Hegmann,Timmy,s4000502@student.uq.edu.au,P06,,0,Female,English
40005030,Hansen,Rhianna,s4000503@student.uq.edu.au,P06,,0,Female,English
40005040,Ratke,Fletcher,s4000504@student.uq.edu.au,P06,,0,Male,English
40005050,Yost,Lonzo,s4000505@student.uq.edu.au,P06,,0,Female,English
40005060,Hilll,Allene,s4000506@student.uq.edu.au,P06,,0,Female,English
40005070,Gutkowski,Dana,s4000507@student.uq.edu.au,P06,,0,Female,Other
40005080,Brekke,Leon,s4000508@student.uq.edu.au,P06,,1,Female,Other
40005090,Price,Newton,s4000509@student.uq.edu.au,P06,,0,Female,English
40005100,Kautzer,Shakira,s4000510@student.uq.edu.au,P06,,,Female,English
40005110,Kunde,Ariane,s4000511@student.uq.edu.au,P06,,0,Female,English
40005120,Koelpin,Coby,s4000512@student.uq.edu.au,P06,,0,Female,English
40005130,Schmidt,D'angelo,s4000513@student.uq.edu.au,P06,,0,Female,English
40005140,Jewess,Makenzie,s4000514@student.uq.edu.au,P06,,0,Male,English
40005150,Howell,Carrie,s4000515@student.uq.edu.au,P06,,0,Male,English
40005160,Weimann,Esteban,s4000516@student.uq.edu.au,P06,,0,Male,English
40005170,Hyatt,Trinity,s4000517@student.uq.edu.au,P06,,1,Male,English
40005180,Terry,Ellis,s4000518@student.uq.edu.au,P06,,,Female,English
40005190,Schmitt,Princess,s4000519@student.uq.edu.au,P06,,0,Female,English
40005200,Hegmann,Kamron,s4000520@student.uq.edu.au,P06,,0,Male,English
40005210,Zemlak,Zola,s4000521@student.uq.edu.au,P06,,0,Male,English
40005220,Harber,Moshe,s4000522@student.uq.edu.au,P06,,1,Female,Other
40005230,Feest,Ethel,s4000523@student.uq.edu.au,P06,,0,Female,English
40005240,Wuckert,Scottie,s4000524@student.uq.edu.au,P06,,1,Male,English
40005250,Crooks,Asia,s4000525@student.uq.edu.au,P06,,1,Male,English
40005260,Lubowitz,Kasey,s4000526@student.uq.edu.au,P06,,0,Female,English
40005270,Emard,Bryana,s4000527@student.uq.edu.au,P06,,1,Male,English
40005280,Erdman,Alana,s4000528@student.uq.edu.au,P06,,1,Female,English
40005290,Mayer,Clemens,s4000529@student.uq.edu.au,P06,,0,Female,English
40005300,Veum,Nelda,s4000530@student.uq.edu.au,P06,,0,Female,English
40005310,D'Amore,Toney,s4000531@student.uq.edu.au,P06,,0,Male,English
40005320,Trantow,Ike,s4000532@student.uq.edu.au,P06,,0,Female,English
40005330,Flatley,Vallie,s4000533@student.uq.edu.au,P06,,0,Female,English
40005340,Hagenes,Stefanie,s4000534@student.uq.edu.au,P06,,0,Female,English
40005350,Romaguera,Colin,s4000535@student.uq.edu.au,P06,,0,Male,English
40005360,Bednar,Donato,s4000536@student.uq.edu.au,P06,,1,Male,English
40005370,Schinner,Abigale,s4000537@student.uq.edu.au,P06,,0,Male,English
40005380,Schumm,Aaron,s4000538@student.uq.edu.au,P06,,0,Male,English
40005390,Cummings,Laurel,s4000539@student.uq.edu.au,P06,,1,Female,English
40005400,Yundt,Maci,s4000540@student.uq.edu.au,P06,,1,Female,English
40005410,McClure,Haleigh,s4000541@student.uq.edu.au,P06,,1,Male,English
40005420,Mayert,Karine,s4000542@student.uq.edu.au,P06,,0,Male,English
40005430,Ward,Annabell,s4000543@student.uq.edu.au,P06,,0,Male,English
40005440,Huels,Tessie,s4000544@student.uq.edu.au,P06,,0,Male,English
40005450,Cruickshank,Caleigh,s4000545@student.uq.edu.au,P06,,0,Female,English
40005460,Klocko,Kattie,s4000546@student.uq.edu.au,P06,,1,Female,Other
40005470,Jacobi,Jamarcus,s4000547@student.uq.edu.au,P06,,0,Male,English
40005480,Daugherty,Cyril,s4000548@student.uq.edu.au,P06,,0,Female,English
40005490,Connelly,Dora,s4000549@student.uq.edu.au,P06,,0,Male,English
40005500,Langosh,Forest,s4000550@student.uq.edu.au,P06,,0,Female,English
40005510,Greenholt,Fritz,s4000551@student.uq.edu.au,P06,,0,Male,English
40005520,Mills,Skylar,s4000552@student.uq.edu.au,P06,,0,Female,English
40005530,Mueller,Nick,s4000553@student.uq.edu.au,P06,,0,Male,English
40005540,Dooley,Theresia,s4000554@student.uq.edu.au,P06,,0,Male,English
40005550,McClure,Fritz,s4000555@student.uq.edu.au,P06,,0,Male,English
40005560,Hayes,Jalyn,s4000556@student.uq.edu.au,P06,,0,Male,English
40005570,Grimes,Brendon,s4000557@student.uq.edu.au,P06,,0,Male,English
40005580,Wolff,Heidi,s4000558@student.uq.edu.au,P06,,0,Male,English
40005590,Rippin,Eleanora,s4000559@student.uq.edu.au,P06,,0,Female,English
40005600,Block,Mariela,s4000560@student.uq.edu.au,P06,,1,Male,English
40005610,Maggio,Agustin,s4000561@student.uq.edu.au,P06,,1,Female,English
40005620,Daugherty,Alvena,s4000562@student.uq.edu.au,P06,,0,Female,English
40005630,Schultz,Jalon,s4000563@student.uq.edu.au,P06,,0,Male,Other
40005640,Oberbrunner,Leann,s4000564@student.uq.edu.au,P06,,,,Other
40005650,Tremblay,Bernard,s4000565@student.uq.edu.au,P06,,,Male,English
40005660,Tromp,Jeffry,s4000566@student.uq.edu.au,P06,,0,Male,English
40005670,Pollich,Kory,s4000567@student.uq.edu.au,P06,,0,Male,English
40005680,Wuckert,Myriam,s4000568@student.uq.edu.au,P06,,1,Male,English
40005690,Considine,Elaina,s4000569@student.uq.edu.au,P06,,,Male,English
40005700,Glover,Vito,s4000570@student.uq.edu.au,P06,,0,Male,English
40005710,Labadie,Thelma,s4000571@student.uq.edu.au,P06,,1,Male,English
40005720,Rath,Dereck,s4000572@student.uq.edu.au,P06,,0,Male,English
40005730,Wunsch,Ashlynn,s4000573@student.uq.edu.au,P06,,1,Male,English
40005740,Gutkowski,Keely,s4000574@student.uq.edu.au,P06,,0,Male,English
40005750,Weber,Cristina,s4000575@student.uq.edu.au,P07,,,Male,English
40005760,Purdy,Warren,s4000576@student.uq.edu.au,P07,,0,Male,English
40005770,Torphy,Nestor,s4000577@student.uq.edu.au,P07,,1,Female,English
40005780,Bartell,Pansy,s4000578@student.uq.edu.au,P07,,0,Male,English
40005790,Morar,Damon,s4000579@student.uq.edu.au,P07,,0,Male,English
40005800,Buckridge,Veda,s4000580@student.uq.edu.au,P07,,,Male,English
40005810,McKenzie,Concepcion,s4000581@student.uq.edu.au,P07,,,Male,Other
40005820,Erdman,Willis,s4000582@student.uq.edu.au,P07,,,Male,Other
40005830,Nikolaus,Yvonne,s4000583@student.uq.edu.au,P07,,0,Male,Other
40005840,Oberbrunner,Manuel,s4000584@student.uq.edu.au,P07,,1,Female,English
40005850,Stracke,Alisa,s4000585@student.uq.edu.au,P07,,0,Male,English
40005860,Buckridge,Dave,s4000586@student.uq.edu.au,P07,,0,Female,English
40005870,Weimann,Emmett,s4000587@student.uq.edu.au,P07,,0,Male,English
40005880,Bogan,Felipe,s4000588@student.uq.edu.au,P07,,,Male,English
40005890,Kris,Angelica,s4000589@student.uq.edu.au,P07,,0,Female,English
40005900,Lind,Winifred,s4000590@student.uq.edu.au,P07,,,,Other
40005910,Kirlin,Micah,s4000591@student.uq.edu.au,P07,,0,Male,Other
40005920,Toy,Lauretta,s4000592@student.uq.edu.au,P07,,0,Female,Other
40005930,Hills,Brown,s4000593@student.uq.edu.au,P07,,,Female,Other
40005940,Stracke,Harmon,s4000594@student.uq.edu.au,P07,,0,Male,Other
40005950,Kris,Una,s4000595@student.uq.edu.au,P07,,1,Male,Other
40005960,Johnston,Brisa,s4000596@student.uq.edu.au,P07,,1,Female,English
40005970,Kutch,Nikita,s4000597@student.uq.edu.au,P07,,0,Female,Other
40005980,Boyer,Kristoffer,s4000598@student.uq.edu.au,P07,,1,,Other
40005990,Heller,Eino,s4000599@student.uq.edu.au,P07,,0,Male,Other
40006000,Wehner,Osbaldo,s4000600@student.uq.edu.au,P07,,0,Female,Other
40006010,Leannon,Izaiah,s4000601@student.uq.edu.au,P07,,0,Female,Other
40006020,White,Neal,s4000602@student.uq.edu.au,P07,,0,Female,Other
40006030,Prosacco,Marquise,s4000603@student.uq.edu.au,P07,,0,Female,English
40006040,Huels,Flo,s4000604@student.uq.edu.au,P07,,0,Female,Other
40006050,Wiza,Ted,s4000605@student.uq.edu.au,P07,,,,Other
40006060,Wilderman,Viviane,s4000606@student.uq.edu.au,P07,,,,Other
40006070,Jakubowski,Cristal,s4000607@student.uq.edu.au,P07,,0,Male,Other
40006080,Waelchi,Foster,s4000608@student.uq.edu.au,P07,,0,Female,Other
40006090,Leffler,Preston,s4000609@student.uq.edu.au,P07,,0,Male,Other
40006100,Braun,Laurie,s4000610@student.uq.edu.au,P07,,,,Other
40006110,Wolf,Jarvis,s4000611@student.uq.edu.au,P07,,0,Male,English
40006120,Kohler,Rylee,s4000612@student.uq.edu.au,P07,,1,Male,English
40006130,Hills,Dovie,s4000613@student.uq.edu.au,P07,,0,Female,English
40006140,VonRueden,Clyde,s4000614@student.uq.edu.au,P07,,0,Female,Other
40006150,Bauch,Lenora,s4000615@student.uq.edu.au,P07,,0,Male,English
40006160,Kilback,Granville,s4000616@student.uq.edu.au,P07,,0,Male,English
40006170,Nienow,Genevieve,s4000617@student.uq.edu.au,P07,,0,Male,English
40006180,Ziemann,Sedrick,s4000618@student.uq.edu.au,P07,,0,Male,English
40006190,Klein,Bernardo,s4000619@student.uq.edu.au,P07,,0,Male,English
40006200,Carter,Kali,s4000620@student.uq.edu.au,P07,,1,Male,English
40006210,Gaylord,Tevin,s4000621@student.uq.edu.au,P07,,1,Female,English
40006220,Harªann,Della,s4000622@student.uq.edu.au,P07,,0,Male,English
40006230,Steuber,Winfield,s4000623@student.uq.edu.au,P07,,0,Male,Other
40006240,Kiehn,Winfield,s4000624@student.uq.edu.au,P07,,0,Female,English
40006250,Nicolas,Fabian,s4000625@student.uq.edu.au,P07,,0,Male,English
40006260,Monahan,Rhoda,s4000626@student.uq.edu.au,P07,,0,Male,English
40006270,Spencer,Hassie,s4000627@student.uq.edu.au,P07,,,Male,Other
40006280,Hintz,Jalen,s4000628@student.uq.edu.au,P07,,0,Female,English
40006290,Emmerich,D'angelo,s4000629@student.uq.edu.au,P07,,0,Female,English
40006300,Feeney,Kaci,s4000630@student.uq.edu.au,P07,,0,Male,English
40006310,Parisian,Aimee,s4000631@student.uq.edu.au,P07,,0,Male,Other
40006320,Cruickshank,Lewis,s4000632@student.uq.edu.au,P07,,0,Female,Other
40006330,Wuckert,Delphine,s4000633@student.uq.edu.au,P07,,0,Female,English
40006340,Flatley,Santina,s4000634@student.uq.edu.au,P07,,0,Male,English
40006350,Huels,Brielle,s4000635@student.uq.edu.au,P07,,0,Male,English
40006360,Mohr,Uriel,s4000636@student.uq.edu.au,P07,,0,Female,English
40006370,Walter,Russel,s4000637@student.uq.edu.au,P07,,0,Male,English
40006380,Schamberger,Montana,s4000638@student.uq.edu.au,P07,,0,Female,English
40006390,Guªann,Selina,s4000639@student.uq.edu.au,P07,,0,Male,English
40006400,Russel,Adella,s4000640@student.uq.edu.au,P07,,1,Female,English
40006410,McLaughlin,Ward,s4000641@student.uq.edu.au,P07,,0,Female,English
40006420,Dicki,Florencio,s4000642@student.uq.edu.au,P07,,1,Male,Other
40006430,Kiehn,Elwin,s4000643@student.uq.edu.au,P07,,1,Female,English
40006440,Smith,Julia,s4000644@student.uq.edu.au,P07,,0,Male,English
40006450,Kerluke,Bianka,s4000645@student.uq.edu.au,P07,,0,Male,English
40006460,Kertzmann,Demarco,s4000646@student.uq.edu.au,P07,,0,Male,English
40006470,Macejkovic,Norwood,s4000647@student.uq.edu.au,P07,,0,Male,English
40006480,Grant,Vivien,s4000648@student.uq.edu.au,P07,,0,Male,English
40006490,McKenzie,Taya,s4000649@student.uq.edu.au,P07,,1,Female,English
40006500,Medhurst,Kassandra,s4000650@student.uq.edu.au,P07,,1,Female,English
40006510,Haag,Sarah,s4000651@student.uq.edu.au,P07,,1,Male,English
40006520,Turcotte,Blake,s4000652@student.uq.edu.au,P07,,1,Female,English
40006530,Kris,Emory,s4000653@student.uq.edu.au,P07,,0,Male,English
40006540,Okuneva,Lorenz,s4000654@student.uq.edu.au,P07,,1,Male,English
40006550,Feil,Pink,s4000655@student.uq.edu.au,P07,,1,Female,English
40006560,Batz,Erin,s4000656@student.uq.edu.au,P07,,1,Female,English
40006570,Veum,Norwood,s4000657@student.uq.edu.au,P07,,0,Male,English
